0,2,25
0,2,38
0,2,51
0,12,15
0,12,28
0,12,41
0,15,25
0,15,38
0,15,51
0,25,28
0,25,41
0,28,38
0,28,51
0,38,41
0,41,51
2,12,13
2,12,26
2,12,39
2,13,25
2,13,38
2,13,51
2,25,26
2,25,39
2,26,38
2,26,51
2,38,39
2,39,51
12,13,15
12,13,28
12,13,41
12,15,26
12,15,39
12,26,28
12,26,41
12,28,39
12,39,41
13,15,38
13,15,51
13,25,28
13,25,41
13,28,38
13,28,51
13,38,41
13,41,51
15,25,26
15,25,39
15,26,38
15,26,51
15,38,39
15,39,51
25,26,28
25,26,41
25,28,39
25,39,41
26,28,51
26,38,41
26,41,51
28,38,39
28,39,51
38,39,41
