0,1,15
0,1,25
0,1,28
0,1,38
0,1,41
0,1,51
0,2,14
0,2,27
0,2,40
0,11,25
0,11,38
0,11,51
0,12,14
0,12,24
0,12,27
0,12,37
0,12,40
0,12,50
0,14,15
0,14,25
0,14,28
0,14,38
0,14,41
0,14,51
0,15,27
0,15,40
0,24,25
0,24,38
0,24,51
0,25,27
0,25,37
0,25,40
0,25,50
0,27,28
0,27,38
0,27,41
0,27,51
0,28,40
0,37,38
0,37,51
0,38,40
0,38,50
0,40,41
0,40,51
0,50,51
1,2,13
1,2,16
1,2,26
1,2,29
1,2,39
1,2,42
1,3,15
1,3,28
1,3,41
1,12,13
1,12,26
1,12,39
1,13,15
1,13,25
1,13,28
1,13,38
1,13,41
1,13,51
1,15,16
1,15,26
1,15,29
1,15,39
1,15,42
1,16,28
1,16,41
1,25,26
1,25,39
1,26,28
1,26,38
1,26,41
1,26,51
1,28,29
1,28,39
1,28,42
1,29,41
1,38,39
1,39,41
1,39,51
1,41,42
2,3,14
2,3,17
2,3,27
2,3,30
2,3,40
2,3,43
2,4,16
2,4,29
2,4,42
2,13,14
2,13,27
2,13,40
2,14,16
2,14,26
2,14,29
2,14,39
2,14,42
2,16,17
2,16,27
2,16,30
2,16,40
2,16,43
2,17,29
2,17,42
2,26,27
2,26,40
2,27,29
2,27,39
2,27,42
2,29,30
2,29,40
2,29,43
2,30,42
2,39,40
2,40,42
2,42,43
3,4,15
3,4,18
3,4,28
3,4,31
3,4,41
3,4,44
3,5,17
3,5,30
3,5,43
3,14,15
3,14,28
3,14,41
3,15,17
3,15,27
3,15,30
3,15,40
3,15,43
3,17,18
3,17,28
3,17,31
3,17,41
3,17,44
3,18,30
3,18,43
3,27,28
3,27,41
3,28,30
3,28,40
3,28,43
3,30,31
3,30,41
3,30,44
3,31,43
3,40,41
3,41,43
3,43,44
4,5,16
4,5,19
4,5,29
4,5,32
4,5,42
4,5,45
4,6,18
4,6,31
4,6,44
4,15,16
4,15,29
4,15,42
4,16,18
4,16,28
4,16,31
4,16,41
4,16,44
4,18,19
4,18,29
4,18,32
4,18,42
4,18,45
4,19,31
4,19,44
4,28,29
4,28,42
4,29,31
4,29,41
4,29,44
4,31,32
4,31,42
4,31,45
4,32,44
4,41,42
4,42,44
4,44,45
5,6,17
5,6,20
5,6,30
5,6,33
5,6,43
5,6,46
5,7,19
5,7,32
5,7,45
5,16,17
5,16,30
5,16,43
5,17,19
5,17,29
5,17,32
