0,1,13
0,1,14
0,1,26
0,1,27
0,1,39
0,1,40
0,2,13
0,2,15
0,2,26
0,2,28
0,2,39
0,2,41
0,3,13
0,3,16
0,3,26
0,3,29
0,3,39
0,3,42
0,4,13
0,4,17
0,4,26
0,4,30
0,4,39
0,4,43
0,5,13
0,5,18
0,5,26
0,5,31
0,5,39
0,5,44
0,6,13
0,6,19
0,6,26
0,6,32
0,6,39
0,6,45
0,7,13
0,7,20
0,7,26
0,7,33
0,7,39
0,7,46
0,8,13
0,8,21
0,8,26
0,8,34
0,8,39
0,8,47
0,9,13
0,9,22
0,9,26
0,9,35
0,9,39
0,9,48
0,10,13
0,10,23
0,10,26
0,10,36
0,10,39
0,10,49
0,11,13
0,11,24
0,11,26
0,11,37
0,11,39
0,11,50
0,12,13
0,12,25
0,12,26
0,12,38
0,12,39
0,12,51
0,13,14
0,13,15
0,13,16
0,13,17
0,13,18
0,13,19
0,13,20
0,13,21
0,13,22
0,13,23
0,13,24
0,13,25
0,13,27
0,13,28
0,13,29
0,13,30
0,13,31
0,13,32
0,13,33
0,13,34
0,13,35
0,13,36
0,13,37
0,13,38
0,13,40
0,13,41
0,13,42
0,13,43
0,13,44
0,13,45
0,13,46
0,13,47
0,13,48
0,13,49
0,13,50
0,13,51
0,14,26
0,14,27
0,14,39
0,14,40
0,15,26
0,15,28
0,15,39
0,15,41
0,16,26
0,16,29
0,16,39
0,16,42
0,17,26
0,17,30
0,17,39
0,17,43
0,18,26
0,18,31
0,18,39
0,18,44
0,19,26
0,19,32
0,19,39
0,19,45
0,20,26
0,20,33
0,20,39
0,20,46
0,21,26
0,21,34
0,21,39
0,21,47
0,22,26
0,22,35
0,22,39
0,22,48
0,23,26
0,23,36
0,23,39
0,23,49
0,24,26
0,24,37
0,24,39
0,24,50
0,25,26
0,25,38
0,25,39
0,25,51
0,26,27
0,26,28
0,26,29
0,26,30
0,26,31
0,26,32
0,26,33
0,26,34
0,26,35
0,26,36
0,26,37
0,26,38
0,26,40
0,26,41
0,26,42
0,26,43
0,26,44
0,26,45
0,26,46
0,26,47
0,26,48
0,26,49
0,26,50
0,26,51
0,27,39
0,27,40
0,28,39
0,28,41
0,29,39
0,29,42
0,30,39
0,30,43
0,31,39
0,31,44
0,32,39
0,32,45
0,33,39
0,33,46
0,34,39
0,34,47
0,35,39
0,35,48
0,36,39
0,36,49
0,37,39
0,37,50
0,38,39
0,38,51
0,39,40
0,39,41
0,39,42
0,39,43
0,39,44
0,39,45
0,39,46
0,39,47
0,39,48
0,39,49
0,39,50
0,39,51
1,2,14
1,2,15
1,2,27
1,2,28
1,2,40
1,2,41
1,3,14
1,3,16
1,3,27
1,3,29
1,3,40
1,3,42
1,4,14
1,4,17
1,4,27
1,4,30
1,4,40
1,4,43
1,5,14
1,5,18
1,5,27
1,5,31
1,5,40
1,5,44
1,6,14
1,6,19
1,6,27
1,6,32
1,6,40
1,6,45
1,7,14
1,7,20
1,7,27
1,7,33
1,7,40
1,7,46
1,8,14
1,8,21
1,8,27
1,8,34
1,8,40
1,8,47
1,9,14
1,9,22
1,9,27
1,9,35
1,9,40
1,9,48
1,10,14
1,10,23
1,10,27
1,10,36
1,10,40
1,10,49
1,11,14
1,11,24
1,11,27
1,11,37
1,11,40
1,11,50
1,12,14
1,12,25
1,12,27
1,12,38
1,12,40
1,12,51
1,13,14
1,13,26
1,13,27
1,13,39
1,13,40
1,14,15
1,14,16
1,14,17
1,14,18
1,14,19
1,14,20
1,14,21
1,14,22
1,14,23
1,14,24
1,14,25
1,14,26
1,14,28
1,14,29
1,14,30
1,14,31
1,14,32
1,14,33
1,14,34
1,14,35
1,14,36
1,14,37
1,14,38
1,14,39
1,14,41
1,14,42
1,14,43
1,14,44
1,14,45
1,14,46
1,14,47
1,14,48
1,14,49
1,14,50
1,14,51
1,15,27
1,15,28
1,15,40
1,15,41
1,16,27
1,16,29
1,16,40
1,16,42
1,17,27
1,17,30
1,17,40
1,17,43
1,18,27
1,18,31
1,18,40
1,18,44
1,19,27
1,19,32
1,19,40
1,19,45
1,20,27
1,20,33
1,20,40
1,20,46
1,21,27
1,21,34
1,21,40
1,21,47
1,22,27
1,22,35
1,22,40
1,22,48
1,23,27
1,23,36
1,23,40
1,23,49
1,24,27
1,24,37
1,24,40
1,24,50
1,25,27
1,25,38
1,25,40
1,25,51
1,26,27
1,26,39
1,26,40
1,27,28
1,27,29
1,27,30
1,27,31
1,27,32
1,27,33
1,27,34
1,27,35
1,27,36
1,27,37
1,27,38
1,27,39
1,27,41
1,27,42
1,27,43
1,27,44
1,27,45
1,27,46
1,27,47
1,27,48
1,27,49
1,27,50
1,27,51
1,28,40
1,28,41
1,29,40
1,29,42
1,30,40
1,30,43
1,31,40
1,31,44
1,32,40
1,32,45
1,33,40
1,33,46
1,34,40
1,34,47
1,35,40
1,35,48
1,36,40
1,36,49
1,37,40
1,37,50
1,38,40
1,38,51
1,39,40
1,40,41
1,40,42
1,40,43
1,40,44
1,40,45
1,40,46
1,40,47
1,40,48
1,40,49
1,40,50
1,40,51
2,3,15
2,3,16
2,3,28
2,3,29
2,3,41
2,3,42
2,4,15
2,4,17
2,4,28
2,4,30
2,4,41
2,4,43
2,5,15
2,5,18
2,5,28
2,5,31
2,5,41
2,5,44
2,6,15
2,6,19
2,6,28
2,6,32
2,6,41
2,6,45
2,7,15
2,7,20
2,7,28
2,7,33
2,7,41
2,7,46
2,8,15
2,8,21
2,8,28
2,8,34
2,8,41
2,8,47
2,9,15
2,9,22
2,9,28
2,9,35
2,9,41
2,9,48
2,10,15
2,10,23
2,10,28
2,10,36
2,10,41
2,10,49
2,11,15
2,11,24
2,11,28
2,11,37
2,11,41
